"","x"
"540","윤석열 검찰총장. 사진=뉴스1

조국 법무부 장관 일가가 투자한 사모펀드 운용사 코링크프라이빗에쿼티(PE)로부터 투자를 받은 자동차 부품업체 익성에 윤석열 검찰총장 배우자가 연루됐다는 루머가 나온 것과 관련해 검찰은 “수사를 방해하는 의도로 보이는 허위사실 유포·명예훼손 행위는 수사 대상이라 생각한다”고 공식 입장을 내놨다.

23일 대검찰청 관계자는 관련 루머에 대해 이같이 밝히며 “적절한 조치를 취할 계획”이라고 전했다.

이어 “익성 등기부등본을 (윤 총장 부인 김건희 씨가 대표인) 코바나컨텐츠 것과 교묘하게 조합해 마치 익성을 (검찰이) 보호할 이유가 있는 것처럼 유포한 부분이 제일 (문제가) 크다”고 덧붙였다.

최근 온라인 커뮤니티와 소셜미디어(SNS)를 중심으로 윤 총장 부인 김건희 코바나컨텐츠 대표가 익성의 이사로 등재돼 있고, 익성에 이명박 정부 인사들까지 연루돼 검찰이 조 장관 딸을 둘러싼 이른바 ‘동양대 표창장 위조 의혹’으로 수사방향을 바꿨다는 내용의 글이 확산하고 있다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

해당 글의 근거로 김 대표가 익성 사내이사로 이름을 올린 등기부등본 캡처본이 함께 제시됐는데, 검찰 확인 결과 이는 익성이 아닌 코바나의 등기부등본인 것으로 드러났다.

검찰이 강경 대응을 시사하자 관련 글들은 삭제되고 있다.

한편 검찰은 코링크PE가 차익을 실현할 목적으로 익성을 만든 것으로 보고, 익성 회장과 부사장 자택과 충북 음성에 있는 익성 본사 등에 대한 압수수색을 진행해 사모펀드 의혹 관련 각종 회계 자료 등을 확보했다.

익성은 지난 2016년 코링크PE가 처음으로 만든 사모펀드 ‘레드코어밸류업 1호’의 투자를 받았다. 코링크PE는 조 장관 5촌 조카 조모 씨가 실소유주라는 의혹을 받고 있다. 조 장관의 부인 정경심 동양대 교수와 두 자녀, 처남 정모 씨 가족 등 6명은 코링크PE가 운용하는 사모펀드 ‘블루코어밸류업 1호’에 14억 원을 투자했다.

장연제 동아닷컴 기자 jeje@donga.com
오늘의 핫이슈"
"541","윤석열 부인 익성 이사설…대검 “조국 수사 방해 의도”"
"542","2019-09-23 17:54"
"543","윤석열 검찰총장. 사진=뉴스1

조국 법무부 장관 일가가 투자한 사모펀드 운용사 코링크프라이빗에쿼티(PE)로부터 투자를 받은 자동차 부품업체 익성에 윤석열 검찰총장 배우자가 연루됐다는 루머가 나온 것과 관련해 검찰은 “수사를 방해하는 의도로 보이는 허위사실 유포·명예훼손 행위는 수사 대상이라 생각한다”고 공식 입장을 내놨다.

23일 대검찰청 관계자는 관련 루머에 대해 이같이 밝히며 “적절한 조치를 취할 계획”이라고 전했다.

이어 “익성 등기부등본을 (윤 총장 부인 김건희 씨가 대표인) 코바나컨텐츠 것과 교묘하게 조합해 마치 익성을 (검찰이) 보호할 이유가 있는 것처럼 유포한 부분이 제일 (문제가) 크다”고 덧붙였다.

최근 온라인 커뮤니티와 소셜미디어(SNS)를 중심으로 윤 총장 부인 김건희 코바나컨텐츠 대표가 익성의 이사로 등재돼 있고, 익성에 이명박 정부 인사들까지 연루돼 검찰이 조 장관 딸을 둘러싼 이른바 ‘동양대 표창장 위조 의혹’으로 수사방향을 바꿨다는 내용의 글이 확산하고 있다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

해당 글의 근거로 김 대표가 익성 사내이사로 이름을 올린 등기부등본 캡처본이 함께 제시됐는데, 검찰 확인 결과 이는 익성이 아닌 코바나의 등기부등본인 것으로 드러났다.

검찰이 강경 대응을 시사하자 관련 글들은 삭제되고 있다.

한편 검찰은 코링크PE가 차익을 실현할 목적으로 익성을 만든 것으로 보고, 익성 회장과 부사장 자택과 충북 음성에 있는 익성 본사 등에 대한 압수수색을 진행해 사모펀드 의혹 관련 각종 회계 자료 등을 확보했다.

익성은 지난 2016년 코링크PE가 처음으로 만든 사모펀드 ‘레드코어밸류업 1호’의 투자를 받았다. 코링크PE는 조 장관 5촌 조카 조모 씨가 실소유주라는 의혹을 받고 있다. 조 장관의 부인 정경심 동양대 교수와 두 자녀, 처남 정모 씨 가족 등 6명은 코링크PE가 운용하는 사모펀드 ‘블루코어밸류업 1호’에 14억 원을 투자했다.

장연제 동아닷컴 기자 jeje@donga.com
오늘의 핫이슈"
"544","“복종 아니면 죽음? 모욕 못참아” 서지현 SNS에 반박 글 올린 검사"
"545","2019-09-23 17:53"
"546","서울 서초구 서울중앙지검의 모습. ⓒ News1

서지현 수원지검 성남지청 부부장검사(46·사법연수원 33기)가 검찰의 상명하복 문화를 비판한 것을 두고 한 평검사가 ‘모욕감을 느낀다’며 반박하는 글을 올렸다.

23일 서울대 온라인 커뮤니티인 스누라이프에는 ‘서지현 검사의 글에 분노와 모욕감을 느낀다’라는 제목의 글이 게시돼 있다.

자신을 ‘지방 소재 검찰청 형사부에서 근무하는 평검사’라고 소개한 글쓴이는 “조국 법무부 장관 내정 이후 전개된 일련의 과정을 지켜보며 검찰 구성원이자 국민으로서 개인적 의견을 말하고 싶었지만, 경솔히 나설 때가 아니라는 생각에 침묵했다”면서 “그러나 서 부부장검사가 쓴 글을 보고 도저히 모욕감에 견딜 수 없어서, 그리고 지금 침묵하는 건 서 검사의 말에 동조하는 모양새가 될까봐 글을 남긴다”며 글을 시작했다.

앞서 서 검사는 페이스북을 통해 ‘검찰의 도가 지나쳐도 왜 평검사들은 가만히 있느냐’는 비판에 대해 “몰라서 하는 이야기”라며 “(복종하지 않으면) 조직 내에서 죽을뿐 아니라 (검찰에서) 나와도 변호사는 물론 정상생활조차 불가능할 수 있다‘고 지적했다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

글쓴이는 이에 대해 ”평검사들이 법무부 장관에 대한 수사를 부당하다고 생각하면서도 배당, 인사에서 불이익을 받을까봐, 징계를 받을까봐 침묵한다는 취지인데, 말도 안 되는 현실왜곡이자 동료들에 대한 모욕“이라면서 ”평검사들이 단체로 목소리를 낼 경우 검찰개혁에 반대하는 조직적 검란으로 해석되고 기득권을 놓지 않으려는 발악으로 비춰져 정상적인 수사에 부담을 줄까봐 우려하기 때문“이라고 주장했다.

글쓴이는 이어 ”검사는 단독관청이고 법상 지위가 보장된다. 사건에 대한 결재과정이 있지만 결재자가 근거없이 부당하게 주임검사의 수사에 개입하거나 의견을 묵살할 수 없다“면서 ”권위주의적 문화가 강하게 남아있던 십수년 전에는 어땠을지 모르지만, 요즘은 다면평가 제도가 도입돼서 부장이 평검사들에게 잘못 평가받으면 인사에서 불이익을 받는 실정이다 보니 배당이나 결재 과정에서 부당한 영향력을 행사하기 쉽지 않다“고 지적했다.

그러면서 ”검찰은 역사적으로 많은 과오를 저질렀고 제도적으로 개선돼야 할 부분이 분명 있다“면서 ”그러나 근거 없는 음모론이 검찰 내부의 일반적 여론인 것처럼 잘못 확산되는 일은 없어야 한다“고 덧붙였다.

(서울=뉴스1)"
"547","천안 아파트 주차장서 6·25때 수류탄 발견…경찰·軍 조사해보니"
"548","2019-09-23 17:50"
"549","천안 불당동의 한 아파트에서 발견된 수류탄(독자 제공)ⓒ 뉴스1

충남 천안의 한 아파트 주차장에서 수류탄이 발견돼 경찰과 군이 조사에 나섰다.

서북경찰서에 따르면 23일 오전 9시 2분께 서북구 불당동의 한 아파트 지상 주차장 배수구에서 6·25 한국전쟁 때 영국군이 사용하던 수류탄 1발이 발견됐다.

수류탄은 가로 5cm, 세로 9.5cm 크기로 외관이 심하게 녹이 슨 상태이며 뇌관도 없는 상태인 것으로 알려졌다.

경찰과 군 조사 결과 수류탄은 6·25 전쟁 때 경기도 연천에서 주둔하던 영국군이 사용하던 것으로 파악됐다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

수류탄은 해당 아파트 관리사무소 직원이 순찰 중 주차장 배수구에 있던 것을 발견해 경찰에 신고했다.

신고를 받고 출동한 경찰은 지상에 주차된 차량과 주민 등을 대피시키고 수류탄을 군 폭발물 처리반에 인계했다.

한편, 수류탄을 회수하는 과정에서 “수류탄을 버렸다”고 주장하는 B씨(34)가 나타난 것으로 알려졌다.

경찰 조사에서 B씨는 “친구가 임진강에서 주운 것을 자신에게 줘 사건 전날 버렸다”고 진술한 것으로 전해졌다.

경찰 관계자는 “수류탄은 폭발할 가능성은 없는 것으로 파악됐다”며 “B씨를 상대로 정확한 수류탄 취득 경위 등을 조사할 예정”이라고 말했다.


(천안=뉴스1)"
"550","“구제역 살처분 1년여만에 또”…김포 돼지농가 ‘줄초상’ 분위기"
"551","2019-09-23 17:46"
"552","23일 오전 경기 김포시 통진읍 가현리 인근 돼지농장에서 아프리카돼지열병 의심 신고가 접수돼 농가의 출입이 통제되고 있다. ⓒ News1
“작년에도 구제역 때문에 살처분했는데, 올해에는 자식 같은 녀석들이 살처분 안되길 바랄뿐입니다”

경기 파주시와 연천군에 이어 김포시에서도 아프리카 돼지열병(ASF) 의심축 신고가 접수돼 지역 돼지 농가들이 공포에 떨고 있다.

지난 17일 확진 판정을 받은 경기도 파주농장과 이튿날인 18일 연천농장, 20일 또다른 파주농장 2곳에 이어 4번째 의심 신고다. 20일 신고된 파주농장 2곳은 다행히 음성으로 판정된 상태다.

의심 신고가 접수된 김포 통진읍 양돈장은 최초 ASF 발생지인 파주 농장과 13.7㎞, 두 번째 발생지인 연천 농장과는 45.8㎞ 떨어져 있다. 방역당국이 설정해 놓은 ASF 중점관리지역 중 한 곳이어서 긴장감은 배가 됐다. 김포마저 뚫리면 한국 이남을 중심으로 전국 확산의 신호탄이 될 수 있기 때문이다.

주요기사
“조국 여론 심상치 않아…지도부, 출구전략 마련을”
자택PC 인턴증명서 직인없는 미완성본…檢, 최종본 조국 관여 의심

23일 김포시에 따르면 이날 오전 6시 35분쯤 김포시 통진읍 가현리에 있는 이 농가에서 아프리카돼지열병 의심축 신고가 접수됐다.

이 농가 주인 이모씨는 “오늘 돼지 9마리 중 4마리가 유산을 하고, 나머지 5마리는 밥을 먹지 않는다고 아들이 얘기해, (아들이)가축방역팀에 신고했다”고 말했다.

이어 “1마리만 유산이 되는 경우가 있지만, 한번에 4마리가 유산을 하는 경우는 잘 보지 못해 걱정이 크다”며 “검사결과가 음성이 나오길 바랄 뿐”이라고 말했다.

주민들은 아프리카돼지열병이 파주와 연천에 이어 김포에서도 발병될까 노심초사하며 이날 저녁쯤 발표될 정밀검사 결과에 촉각을 곤두세웠다.

이 농장에는 방역관계자들이 정문과 후문 출입문을 지키며 출입을 엄격히 통제했다.

농장주 A씨의 어깨가 유난히 축 처져 보였다.

이에 대해 주민 B씨는 “이 농가는 지난해 구제역 예찰지역으로 판정돼 돼지를 살처분했는데, 이번에 또 이런 일(아프리카돼지열병 의심)이 발생해 안타깝다”며 혀를 찼다.

이 농가 인근에서 돼지농장을 운영하고 있는 B씨는 “오늘 오전에 다른 농장 의심신고 소식을 접했다”며 “혹시 몰라 지금 방역을 철저히 하고 있고, 다른 농가에도 피해를 줄 수 있어 결과가 나올때까지 농장에서 돼지들과 같이 보낼 예정”이라고 말했다.

이어 “작년에 구제역 예찰지역에 포함돼 자식처럼 키운 돼지를 땅에 묻었는데, 올해에도 묻는다면 생각하기도 싫다”며 “제발 검사결과가 음성으로 나왔으면 좋겠다”고 했다.

23일 오후 경기 김포시 통진읍 가현리 인근 돼지농장에서 아프리카돼지열병 의심 신고가 접수 됐다. 의심신고된 농가의 모습. ⓒ News1
또 다른 농가 C씨는 “지난해 3월 구제역으로 돼지를 살처분하고 큰 마음 먹고 그해 11월 돼지를 다시 들여 키우고 있다”며 “내일 돼지 첫 출하를 시작하려는데 오늘 의심신고가 발생해 모든 것이 허사로 돌아갔다”고 했다.

이날 의심신고가 발생된 해당 농가에는 모돈 180두를 포함해 총 2000여두를 사육 중이었다.

이날 오전 돼지 4마리가 유산하고 모돈 5마리가 식욕 부진 증상을 보여 농장주는 방역당국에 신고한 것으로 알려졌다. 식욕 부진을 겪는 모돈 중 2마리는 미열도 있는 것으로 전해졌다.

유산된 돼지 4마리는 10월 2마리, 11월 2마리를 각각 출산할 예정인 것으로 확인됐다. 해당 농가에선 잔반 급여는 없고, 태국 국적의 근로자 2명이 근무하고 있다.

시는 10㎞ 범위에 있는 5개 농가에 이동제한 조치를 했다. 5개 농가에선 총 3180두가 사육중이다. 시는 가축방역관을 현장에 투입, 임상 예찰을 하는 한편, 확진 판정에 대비해 현재 500m 이내 양돈농가에 대한 살처분 작업을 준비 중인 것으로 알려졌다.

앞서 시는 파주 돼지열병 확진 직후인 지난 17일 관내 돼지 반출금지 명령을 내리고 18일에는 전체 20개 양돈농가에 통제·소독 초소를 설치해 방역활동에 역량을 집중했다.

시도 아프리카돼지열병 의심농가 신고가 접수돼 크게 당황하고 있는 분위기다. 의심농가는 지난 19일 김현수 농림축산식품부 장관과 축산 관계자들이 방문, 김포 방역 현황을 둘러본 곳이기 때문이다.

당시 김 장관은 “앞으로 3주가 고비”라면서 시 관계자들에게 철저한 방역을 당부했었다.

한편 중점관리지역으로 지정된 김포·파주·연천·동두천·포천 등 5개 시군은 발생일로부터 3주간(9월 17일~10월 8일) 지정 도축장(파주·연천·김포)으로만 출하할 수 있으며 타 지역으로의 반출이 금지됐다.

또한 경기도의 나머지 지역과 인천지역의 돼지들도 오는 24일 정오까지 타 시도로 반출을 할 수 없으며, 파주와 연천의 모든 양돈농가의 경우 별도 조치가 나올 때까지 ‘이동 제한’ 조치를 받고 있다.

(김포=뉴스1)
아프리카돼지열병 국내 첫 발생
‘아프리카돼지열병 확산 우려’…최대 축산단지 충남 위기감 고조
ASF 정밀검사 ‘음성’ 판정 사흘만에 ‘확진’ 허점 드러냈다
ASF 발생 김포 돼지농장 방문 사료차량, 충북 음성·진천 경유"
